State,Facility ID,Gross Load (MWh),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu),Technology,Technology_alt,Operating Year,Age,Total Capital Cost (2024$/kW),Total Nameplate Capacity (MW),Fuel Category,Energy Source,Latitude,Longitude,wind_cf,pvout,Wind Size (MW),Solar Size (MW),NGCC Size (MW),Wind Capital Cost ($),Solar Capital Cost ($),NGCC Capital Cost ($),Existing Capital Cost ($),Remaining Capital Cost ($),Fixed O&M - Wind ($/year),Fixed O&M - Solar ($/year),Fixed O&M - NGCC ($/year),Variable O&M - Wind ($/year),Variable O&M - Solar ($/year),Variable O&M - NGCC ($/year),Fixed O&M - Existing ($/year),Variable O&M - Existing ($/year),Fuel costs ($/MWh),NGCC Fuel Cost ($/year),Existing Fuel Cost ($/year),Annualized Capital - Wind ($),Annualized Capital - Solar ($),Annualized Capital - NGCC ($),Annualized Capital - Existing ($),Old Emissions (tonnes CO2),New Emissions (tonnes CO2),Delta Emissions (tonnes CO2),Net Capital Cost - Wind ($/year),Net Fixed O&M - Wind ($/year),Net Variable O&M - Wind ($/year),Net Fuel Cost - Wind ($/year),Net Capital Cost - Solar ($/year),Net Fixed O&M - Solar ($/year),Net Variable O&M - Solar ($/year),Net Fuel Cost - Solar ($/year),Net Capital Cost - NGCC ($/year),Net Fixed O&M - NGCC ($/year),Net Variable O&M - NGCC ($/year),Net Fuel Cost - NGCC ($/year),Total Cost - Wind ($/year),Total Cost - Solar ($/year),Total Cost - NGCC ($/year),MACC - Wind ($/tonne CO2),MACC - Solar ($/tonne CO2),MACC - NGCC ($/tonne CO2)
AZ,116,626683.21,1.707,337870.985,23.692,5685360.904,Natural Gas Fired Combustion Turbine,Combustion turbine,2019.0,5.0,8335.169537784614,626.2,Gas,NG,33.4225,-111.9122,0.06670708,1890.899,1072.4374956865204,331.42076554115187,121.25284614193949,3067171237.6634483,1297094640.2167163,142593347.06292084,5219483164.560725,12508795141.773912,31787047.372148465,5687180.336686166,1664801.5775288292,0.0,0.0,1316034.741,0.0,0.0,0.0,13971902.16695,0.0,267409965.52782875,113086621.56434287,12431937.791527169,1090573762.7497497,306511.3881659295,211215.241043807,95296.14712212246,-823163797.221921,31787047.372148465,0.0,0.0,-977487141.1854068,5687180.336686166,0.0,0.0,-1078141824.9582224,1664801.5775288292,1316034.741,13971902.16695,-791376749.8497725,-971799960.8487207,-1061189086.4727437,-2581.8836767701496,-3170.518285352054,-11135.697701532727
AZ,117,2112982.33,4.894,969426.802,133.486,16312518.425,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,8696.129357130065,1206.7999999999997,Gas,NG,33.4417,-112.1583,0.045467876,1898.935,5305.020943993341,1112.7196374818432,408.82716701493695,15172359899.820953,5653643994.396634,480780748.40956587,10494488908.18456,0.0,157240820.7799626,19094268.979188427,5613197.003115085,0.0,0.0,4437262.893,0.0,0.0,0.0,47108941.04735,0.0,1322795476.1592352,492910446.9563071,41916656.553087056,0.0,879449.1625443294,712152.591661511,167296.57088281843,1322795476.1592352,157240820.7799626,0.0,0.0,492910446.9563071,19094268.979188427,0.0,0.0,41916656.553087056,5613197.003115085,4437262.893,47108941.04735,1480036296.9391978,512004715.93549556,99076057.49655214,1682.9128504225453,582.1879623538644,592.2181009074549
AZ,118,129391.26,0.483,95661.122,24.419,1609688.576,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2112.0103030148666,184.5,Gas,NG,32.5517,-111.3,0.11751835,1910.623,125.68839280086115,67.72202408613845,25.035070814952405,359468803.41046286,193836046.19098467,29441243.27838403,389665900.9062429,0.0,3725403.962617525,1162109.9333181358,343731.52228929655,0.0,0.0,271721.646,0.0,0.0,0.0,2884778.1416999996,0.0,31340128.372340094,16899509.813305505,2566821.752073616,0.0,86782.3062632334,43609.60327924199,43172.70298399142,31340128.372340094,3725403.962617525,0.0,0.0,16899509.813305505,1162109.9333181358,0.0,0.0,2566821.752073616,343731.52228929655,271721.646,2884778.1416999996,35065532.33495762,18061619.74662364,6067053.062062912,404.0631534796356,208.12560214564968,140.52984044831743
AZ,120,170621.92,0.502,99532.362,9.428,1674743.536,Natural Gas Steam Turbine,Oil/Gas steam,1959.0,65.0,5849.583672323563,417.0,Gas,NG,32.7214,-114.7106,0.2054651,1916.102,94.79657722402214,89.04636364771517,33.0125222505998,271118210.86070335,201174126.40659645,38822726.16670537,2439276391.358926,0.0,2809770.5489200163,1528035.6001947925,453261.9305007353,0.0,0.0,358306.03200000006,0.0,0.0,0.0,3804015.7064000005,0.0,23637321.102247003,17539277.085964214,3384742.181477824,0.0,90294.2359612614,57505.848864464,32788.38709679739,23637321.102247003,2809770.5489200163,0.0,0.0,17539277.085964214,1528035.6001947925,0.0,0.0,3384742.181477824,453261.9305007353,358306.03200000006,3804015.7064000005,26447091.65116702,19067312.686159007,8000325.85037856,292.89900257324865,211.1686585879013,243.99876171890114
AZ,124,1343.8,0.032,1099.476,0.481,18501.683,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,594.5735117858569,85.0,Gas,NG,32.252273,-110.992148,0.07167208,1907.701,2.140328962231832,0.7044080623311392,0.2600030957356242,6121340.83198304,2650913.5434761457,305763.64058509405,50538748.50179784,0.0,63439.350440551505,12087.642349602347,3569.84250445012,0.0,0.0,2821.98,0.0,0.0,0.0,29960.020999999997,0.0,533686.3885407523,231118.72287190307,26657.867544040644,0.0,997.4278052172001,452.90991746,544.5178877572001,533686.3885407523,63439.350440551505,0.0,0.0,231118.72287190307,12087.642349602347,0.0,0.0,26657.867544040644,3569.84250445012,2821.98,29960.020999999997,597125.7389813039,243206.3652215054,63009.71104849076,598.6656235749049,243.83355261340918,115.7165126530916
AZ,126,856948.65,15.752,534907.985,816.497,9000847.26,Natural Gas Steam Turbine,Oil/Gas steam,1967.0,57.0,24942.699400386897,528.9000000000001,Gas,NG,32.16,-110.9047,0.1058027,1928.52,924.6000998076418,444.3555894267002,165.80540399349897,2644356285.4498553,1347972169.543285,194987155.09635478,13192193712.864632,0.0,27405146.9582985,7625141.914562175,2276508.196830741,0.0,0.0,1799592.165,0.0,0.0,0.0,19105670.151750002,0.0,230547031.23589805,117522356.41875651,16999868.733252306,0.0,485260.3398998295,288823.145065455,196437.19483437447,230547031.23589805,27405146.9582985,0.0,0.0,117522356.41875651,7625141.914562175,0.0,0.0,16999868.733252306,2276508.196830741,1799592.165,19105670.151750002,257952178.19419655,125147498.3333187,40181639.24683305,531.574820739409,257.89764388977767,204.5520924930337
SC,130,9164494.42,4638.007,9307816.625,3264.528,90719494.544,Conventional Steam Coal,Coal,2008.0,16.0,10765.507505523248,2390.1,Coal,BIT,33.371506,-80.113235,0.27377507,1580.072,3821.294604540709,5800.0485391739,1773.1782408482318,10928902568.986427,11310296773.383827,2085257611.2375207,25730639488.951115,32484339520.866966,113263172.07858661,99528832.93222412,24345737.246846225,0.0,0.0,19245438.282,0.0,0.0,0.0,204322403.0939,0.0,952831528.7202548,986083213.4641808,181802261.01835066,2832132749.812412,8443908.832605638,3088770.9564852137,5355137.876120424,-1879301221.092157,113263172.07858661,0.0,0.0,-1846049536.3482308,99528832.93222412,0.0,0.0,-2650330488.794061,24345737.246846225,19245438.282,204322403.0939,-1766038049.0135703,-1746520703.4160068,-2402416910.1713147,-209.1493506175863,-206.83793939981018,-448.61905813557996
FL,136,10398419.64,3194.442,6452594.227,1465.672,79255280.689,Conventional Steam Coal,Coal,1984.0,40.0,6921.469613961109,1897.8,Coal,BIT,29.733056,-81.632778,0.1774386,1588.472,6689.8305660598735,6546.177294620673,2011.922382168563,19132915418.931236,14576515613.948359,2366020721.43023,13135565033.375391,0.0,198286577.97801465,112332402.37569076,27623694.307174373,0.0,0.0,21836681.244000003,0.0,0.0,0.0,231832765.87379998,0.0,1668094754.475089,1270847056.0682447,206280468.39594495,0.0,5853694.758042727,3504649.040680788,2349045.7173619387,1668094754.475089,198286577.97801465,0.0,0.0,1270847056.0682447,112332402.37569076,0.0,0.0,206280468.39594495,27623694.307174373,21836681.244000003,231832765.87379998,1866381332.4531038,1383179458.4439354,487573609.82091933,318.8381713769368,236.2916953507878,207.562418311927
AZ,141,163506.94,0.519,102744.69,213.28,1728862.029,Petroleum Liquids,Combustion turbine - aeroderivative,1961.0,63.0,9171.191716695568,712.3,Oil,DFO,33.5561,-112.2153,0.054393373,1900.396,343.1516415366915,86.03835218348561,31.635891184892813,981413694.7949377,386065084.8126461,37203808.03343395,6532639859.802253,0.0,10171014.655147538,1476418.123468613,434360.78596857836,0.0,0.0,343364.574,0.0,0.0,0.0,3645387.2273000004,0.0,85564118.1917115,33658913.38362111,3243597.5212467643,0.0,93208.41077424299,55107.83948469801,38100.57128954498,85564118.1917115,10171014.655147538,0.0,0.0,33658913.38362111,1476418.123468613,0.0,0.0,3243597.5212467643,434360.78596857836,343364.574,3645387.2273000004,95735132.84685904,35135331.50708973,7666710.108515343,1027.1083054804565,376.9545174650585,201.22296986709836
AZ,147,1285009.72,2.676,530083.426,42.571,8919617.088,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,8034.550090420521,573.7,Gas,NG,33.3556,-111.9353,0.050698236,1898.204,2893.4065387752235,676.9608186912394,248.62814797616284,8275142700.897139,3185015048.011635,292386702.0199675,4609421386.874253,0.0,85760569.80929762,11616647.64874167,3413664.471712716,0.0,0.0,2698520.412,0.0,0.0,0.0,28649291.7074,0.0,721464650.2979425,277684125.9254995,25491605.08153353,0.0,480883.57379078213,433095.435496724,47788.13829405815,721464650.2979425,85760569.80929762,0.0,0.0,277684125.9254995,11616647.64874167,0.0,0.0,25491605.08153353,3413664.471712716,2698520.412,28649291.7074,807225220.1072402,289300773.57424116,60253081.67264625,1678.6292235850822,601.6025278087523,1260.8376016216969
AZ,160,2037924.24,138.887,1483122.023,1183.104,20687363.112,Natural Gas Steam Turbine,Oil/Gas steam,1979.0,45.0,10329.374392059977,660.7,Gas,NG,32.0603,-109.8931,0.1066012,1946.052,2182.337036787506,1047.20954936182,394.30466682145345,6241483925.212267,3179300249.5079947,463702288.18202925,6824617660.834027,0.0,64684469.770381674,17970115.867048834,5413803.0754585555,0.0,0.0,4279640.904,0.0,0.0,0.0,45435520.9308,0.0,544161010.897771,277185883.74974763,40427678.5643025,0.0,1345465.607498648,686855.260699608,658610.3467990401,544161010.897771,64684469.770381674,0.0,0.0,277185883.74974763,17970115.867048834,0.0,0.0,40427678.5643025,5413803.0754585555,4279640.904,45435520.9308,608845480.6681527,295155999.6167965,95556643.47456105,452.51656918979586,219.3708987965291,145.08828162051026
OK,165,3790234.8,785.411,2153586.545,996.73,29004186.916,Conventional Steam Coal,Coal,1985.0,39.0,5712.175798098658,1194.3,Coal,SUB,36.190278,-95.2894,0.4096539,1541.355,1056.196978374048,2459.027834618169,733.3478058973764,3020723358.149778,4365494402.048134,862417019.7353146,6822051555.669227,0.0,31305678.439006787,42196917.64204778,10068865.374970978,0.0,0.0,7959493.08,0.0,0.0,0.0,84503284.866,0.0,263360427.7299152,380603695.42749137,75189445.79491992,0.0,1953700.7637498614,1277448.22921716,676252.5345327014,263360427.7299152,31305678.439006787,0.0,0.0,380603695.42749137,42196917.64204778,0.0,0.0,75189445.79491992,10068865.374970978,7959493.08,84503284.866,294666106.168922,422800613.0695391,177721089.1158909,150.82458462234038,216.41011812782997,262.80284367244303
AR,170,175675.9,0.558,110584.027,234.077,1860793.213,Natural Gas Steam Turbine,Oil/Gas steam,1970.0,54.0,2081.3263034563565,552.5,Gas,NG,34.4341,-92.9049,0.18374923,1497.525,109.13965359382996,117.31082762288851,33.9903838712174,312139409.2783537,253030494.436441,39972691.43255166,1149932782.659637,0.0,3234899.33252112,2013053.802008767,466687.9705518149,0.0,0.0,368919.39,0.0,0.0,0.0,3916694.1905,0.0,27213736.112949368,22060351.55907477,3485001.3937194003,0.0,100320.1373587869,59209.22560553,41110.9117532569,27213736.112949368,3234899.33252112,0.0,0.0,22060351.55907477,2013053.802008767,0.0,0.0,3485001.3937194003,466687.9705518149,368919.39,3916694.1905,30448635.44547049,24073405.361083537,8237302.944771215,303.5146905408771,239.96583333002167,200.3678000188998
AR,201,411773.43,1.153,211302.118,143.356,3555359.688,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,1746.3598431012965,185.0,Gas,NG,35.462382,-93.804926,0.2295805,1532.954,204.74778047746852,268.6143455763791,79.67135477130253,585578652.16556,544971381.118428,93693513.21105178,323076570.97373986,0.0,6068724.213352167,4609422.170090665,1093887.701009984,0.0,0.0,864724.203,0.0,0.0,0.0,9180488.62185,0.0,51053415.36415611,47513088.427872986,8168627.4409103235,0.0,191690.04852719457,138782.757994881,52907.29053231358,51053415.36415611,6068724.213352167,0.0,0.0,47513088.427872986,4609422.170090665,0.0,0.0,8168627.4409103235,1093887.701009984,864724.203,9180488.62185,57122139.57750828,52122510.59796365,19307727.966770306,297.9922015586767,271.9103625797725,364.93511144703103
CA,260,5565914.43,11.886,2232029.142,170.414,39620474.981,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,4765.582608695652,1398.0,Gas,NG,36.804837,-121.782241,0.169046,1677.958,3758.612063487248,3317.076115186043,1076.9124738797307,10749630501.573528,7667188607.166674,1266449069.2825632,6662284486.956522,0.0,111405261.56176203,56921026.1365925,14786008.2663687,0.0,0.0,11688420.303,0.0,0.0,0.0,124092062.21685001,0.0,937201772.944537,668460441.9737889,110414801.03914607,0.0,2024862.6875765272,1875917.431969581,148945.2556069463,937201772.944537,111405261.56176203,0.0,0.0,668460441.9737889,56921026.1365925,0.0,0.0,110414801.03914607,14786008.2663687,11688420.303,124092062.21685001,1048607034.506299,725381468.1103814,260981291.82536477,517.8657500777658,358.23736224729385,1752.19607205262
TX,298,6711822.2,5591.339,7236001.664,5510.945,69044241.042,Conventional Steam Coal,Coal,1986.0,38.0,6587.176332747511,1849.8,Coal,SUB,31.4219,-96.2525,0.4151581,1548.295,1845.5372979720898,4334.976221907398,1298.6266929804196,5278236672.200177,7683344990.376646,1527184990.9449735,12184958780.316345,0.0,54701725.51189274,74388191.96793096,17830144.49462116,0.0,0.0,14094826.620000001,0.0,0.0,0.0,149640075.949,0.0,460180725.88474286,669869029.0862985,133146946.85723433,0.0,6564389.99875534,2262130.40527474,4302259.5934806,460180725.88474286,54701725.51189274,0.0,0.0,669869029.0862985,74388191.96793096,0.0,0.0,133146946.85723433,17830144.49462116,14094826.620000001,149640075.949,514882451.3966356,744257221.0542294,314711993.9208555,78.43568884454783,113.37797132640601,73.15039622382439
CA,302,311572.12,0.903,178692.631,11.719,3006826.752,,,,,,,,,,,0.35,1300.0,101.6216960208741,239.67086153846154,60.28405696153549,290638050.61969995,424479139.8755983,70894050.98676574,,0.0,3012067.070058708,4112751.9839999997,827700.1020818823,0.0,0.0,654301.452,,0.0,0.0,6946500.415399998,0.0,25339149.683894254,37008025.75596898,6180866.427575486,0.0,162107.22084594567,105011.23913680398,57095.98170914169,25339149.683894254,,0.0,0.0,37008025.75596898,,0.0,0.0,6180866.427575486,,654301.452,6946500.415399998,,,,,,
CA,315,3450749.9,8.414,1666706.279,83.231,28045609.789,Natural Gas Steam Turbine,Oil/Gas steam,1964.0,60.0,6243.978910369069,1115.0,Gas,NG,33.7688,-118.1009,0.050129134,1798.856,7858.129185406087,1918.302511388939,667.6630872223512,22474249470.26141,8765596475.770622,785171790.573485,6962036485.061512,0.0,232914949.05543643,32918071.095434193,9167014.187562883,0.0,0.0,7246574.79,0.0,0.0,0.0,76934469.0205,0.0,1959407483.4519782,764224645.3779117,68454854.71187045,0.0,1512010.4357027314,1163029.3588213301,348981.07688140124,1959407483.4519782,232914949.05543643,0.0,0.0,764224645.3779117,32918071.095434193,0.0,0.0,68454854.71187045,9167014.187562883,7246574.79,76934469.0205,2192322432.507415,797142716.4733459,161802912.70993334,1449.9386913877333,527.2071525768675,463.64380027665777
CA,330,156896.99,0.398,78757.514,3.995,1325244.62,,,,,,,,,,,0.35,1300.0,51.173186562296145,120.68999230769231,30.356975079328226,146355313.56816697,213753077.0220081,35699802.693289995,,0.0,1516773.2497064578,2071040.268,416801.2678391765,0.0,0.0,329483.679,,0.0,0.0,3498018.39205,0.0,12759923.174648806,18635967.32260257,3112471.481975495,0.0,71447.61171083579,52880.043749533,18567.56796130279,12759923.174648806,,0.0,0.0,18635967.32260257,,0.0,0.0,3112471.481975495,,329483.679,3498018.39205,,,,,,
CA,335,3299132.1,7.062,1398861.101,77.0,23538426.625,Natural Gas Steam Turbine,Oil/Gas steam,1958.0,66.0,2081.3263034563565,218.0,Gas,NG,33.6439,-117.9792,0.09951902,1767.445,3784.3344003844477,1866.6109555077664,638.3275481773857,10823196385.09952,5586515476.668194,750673196.6566056,453729134.1534857,0.0,112167671.62739503,32031043.996513274,8764237.236475507,0.0,0.0,6928177.41,0.0,0.0,0.0,73554150.16950001,0.0,943615581.9083612,487057876.8776403,65447110.08490301,0.0,1269025.3882523547,1111928.59584807,157096.7924042847,943615581.9083612,112167671.62739503,0.0,0.0,487057876.8776403,32031043.996513274,0.0,0.0,65447110.08490301,8764237.236475507,6928177.41,73554150.16950001,1055783253.5357562,519088920.87415355,154693674.90087852,831.9638545527714,409.0453395806523,984.7029499035103
